type,name,lat,lon,iata_code
small_airport,Ontario Municipal Airport,44.021,-117.014,ONO
large_airport,Ontario International Airport,34.056,-117.601,ONT
small_airport,Toksook Bay Airport,60.541,-165.087,OOK
large_airport,Chicago O'Hare International Airport,41.979,-87.905,ORD
large_airport,Norfolk International Airport,36.895,-76.201,ORF
medium_airport,Worcester Regional Airport,42.267,-71.876,ORH
medium_airport,Northway Airport,62.961,-141.929,ORT
small_airport,Robert (Bob) Curtis Memorial Airport,66.818,-161.019,ORV
medium_airport,Wittman Regional Airport,43.984,-88.557,OSH
medium_airport,Ohio State University Airport,40.080,-83.073,OSU
medium_airport,Southwest Oregon Regional Airport,43.417,-124.246,OTH
small_airport,Tillamook Airport,45.418,-123.814,OTK
medium_airport,Ottumwa Regional Airport,41.107,-92.448,OTM
small_airport,Ed-Air Airport,38.851,-87.500,OTN
small_airport,Anacortes Airport,48.499,-122.662,OTS
medium_airport,Ralph Wien Memorial Airport,66.885,-162.599,OTZ
small_airport,University of Oklahoma Westheimer Airport,35.246,-97.472,OUN
small_airport,Oroville Municipal Airport,39.488,-121.622,OVE
small_airport,Owatonna Degner Regional Airport,44.123,-93.261,OWA
medium_airport,Owensboro Daviess County Airport,37.740,-87.167,OWB
medium_airport,Norwood Memorial Airport,42.190,-71.173,OWD
small_airport,Central Maine Airport of Norridgewock,44.715,-69.867,OWK
small_airport,Waterbury Oxford Airport,41.479,-73.135,OXC
small_airport,Miami University Airport,39.502,-84.784,OXD
medium_airport,Oxnard Airport,34.201,-119.207,OXR
small_airport,Ozona Municipal Airport,30.735,-101.203,OZA
medium_airport,Cairns AAF (Fort Rucker) Air Field,31.276,-85.713,OZR
medium_airport,Snohomish County (Paine Field) Airport,47.906,-122.282,PAE
medium_airport,Barkley Regional Airport,37.061,-88.774,PAH
small_airport,Port Allen Airport,21.897,-159.603,PAK
large_airport,Tyndall Air Force Base,30.070,-85.575,PAM
small_airport,Palo Alto Airport of Santa Clara County,37.461,-122.115,PAO
medium_airport,Palmer Municipal Airport,61.595,-149.089,PAQ
medium_airport,Grider Field,34.173,-91.936,PBF
medium_airport,Plattsburgh International Airport,44.651,-73.468,PBG
large_airport,Palm Beach International Airport,26.683,-80.096,PBI
small_airport,Portage Creek Airport,58.907,-157.714,PCA
small_airport,Prairie Du Chien Municipal Airport,43.019,-91.124,PCD
small_airport,Princeton Airport,40.399,-74.659,PCT
small_airport,Poplarville Pearl River County Airport,30.786,-89.505,PCU
small_airport,Pedro Bay Airport,59.790,-154.124,PDB
medium_airport,DeKalb Peachtree Airport,33.876,-84.302,PDK
medium_airport,Eastern Oregon Regional At Pendleton Airport,45.695,-118.841,PDT
large_airport,Portland International Airport,45.589,-122.598,PDX
seaplane_base,Pelican Seaplane Base,57.955,-136.236,PEC
small_airport,Pecos Municipal Airport,31.382,-103.511,PEQ
small_airport,Pacific City State Airport,45.200,-123.962,PFC
medium_airport,Page Municipal Airport,36.926,-111.448,PGA
small_airport,Grant County Airport,38.995,-79.146,PGC
small_airport,Charlotte County Airport,26.920,-81.991,PGD
small_airport,Trent Lott International Airport,30.463,-88.529,PGL
small_airport,Port Graham Airport,59.348,-151.832,PGM
small_airport,Stevens Field,37.286,-107.056,PGO
small_airport,Kirk Field,36.063,-90.508,PGR
medium_airport,Pitt Greenville Airport,35.635,-77.385,PGV
small_airport,Harry Clever Field,40.471,-81.420,PHD
large_airport,Newport News Williamsburg International Airport,37.132,-76.493,PHF
small_airport,Palm Beach County Glades Airport,26.785,-80.693,PHK
large_airport,Philadelphia International Airport,39.872,-75.241,PHL
large_airport,Philadelphia International Airpor,0.000,0.000,PHL
small_airport,St Clair County International Airport,42.911,-82.529,PHN
small_airport,Point Hope Airport,68.349,-166.799,PHO
small_airport,Philip Airport,44.049,-101.599,PHP
small_airport,Henry County Airport,36.338,-88.383,PHT
large_airport,Phoenix Sky Harbor International Airport,33.434,-112.012,PHX
large_airport,General Wayne A. Downing Peoria International Airport,40.664,-89.693,PIA
medium_airport,Hattiesburg Laurel Regional Airport,31.467,-89.337,PIB
medium_airport,St Petersburg Clearwater International Airport,27.910,-82.687,PIE
medium_airport,Pocatello Regional Airport,42.910,-112.596,PIH
small_airport,Harris County Airport,32.841,-84.882,PIM
small_airport,Pilot Point Airport,57.580,-157.572,PIP
medium_airport,Pierre Regional Airport,44.383,-100.286,PIR
large_airport,Pittsburgh International Airport,40.492,-80.233,PIT
medium_airport,Point Lay LRRS Airport,69.733,-163.005,PIZ
small_airport,Payson Airport,34.257,-111.339,PJB
small_airport,Napaskiak Airport,60.703,-161.778,PKA
medium_airport,Mid Ohio Valley Regional Airport,39.345,-81.439,PKB
small_airport,Park Rapids Municipal Konshok Field,46.901,-95.073,PKD
small_airport,Park Falls Municipal Airport,45.955,-90.424,PKF
closed,Clinton County Airport,44.688,-73.524,PLB
small_airport,M. Graham Clark Downtown Airport,36.626,-93.229,PLK
medium_airport,Pellston Regional Airport of Emmet County Airport,45.571,-84.797,PLN
small_airport,St Clair County Airport,33.559,-86.249,PLR
small_airport,Plymouth Municipal Airport,41.365,-86.300,PLY
small_airport,Pembina Municipal Airport,48.943,-97.241,PMB
medium_airport,Palmdale Regional/USAF Plant 42 Airport,34.629,-118.085,PMD
small_airport,Greater Portsmouth Regional Airport,38.840,-82.847,PMH
small_airport,Port Moller Airport,56.006,-160.561,PML
small_airport,Metropolitan Airport,42.223,-72.311,PMX
medium_airport,Ponca City Regional Airport,36.732,-97.100,PNC
medium_airport,Northeast Philadelphia Airport,40.082,-75.011,PNE
small_airport,Princeton Municipal Airport,45.201,-67.564,PNN
medium_airport,Pensacola Regional Airport,30.473,-87.187,PNS
small_airport,Panguitch Municipal Airport,37.845,-112.392,PNU
small_airport,North Texas Regional Airport/Perrin Field,33.714,-96.674,PNX
medium_airport,Pope Field,35.171,-79.015,POB
small_airport,Brackett Field,34.092,-117.782,POC
medium_airport,Polk Army Air Field,31.045,-93.192,POE
small_airport,Poplar Bluff Municipal Airport,36.774,-90.325,POF
medium_airport,Dutchess County Airport,41.627,-73.884,POU
small_airport,Powell Municipal Airport,44.867,-108.793,POY
small_airport,Perry Lefors Field,35.613,-100.996,PPA
small_airport,Prospect Creek Airport,66.814,-150.644,PPC
small_airport,Tri-City Airport,37.330,-95.506,PPF
small_airport,Pompano Beach Airpark,26.247,-80.111,PPM
seaplane_base,Port Protection Seaplane Base,56.329,-133.610,PPV
medium_airport,Northern Maine Regional Airport at Presque Isle,46.689,-68.045,PQI
small_airport,Pilot Station Airport,61.935,-162.900,PQS
medium_airport,Paso Robles Municipal Airport,35.673,-120.627,PRB
medium_airport,Ernest A. Love Field,34.654,-112.420,PRC
small_airport,Perry Municipal Airport,41.828,-94.160,PRO
small_airport,Prentice Airport,45.543,-90.279,PRW
medium_airport,Cox Field,33.637,-95.451,PRX
small_airport,Prineville Airport,44.287,-120.904,PRZ
medium_airport,Tri Cities Airport,46.265,-119.119,PSC
medium_airport,Petersburg James A Johnson Airport,56.802,-132.945,PSG
small_airport,New River Valley Airport,37.137,-80.678,PSK
medium_airport,Portsmouth International at Pease Airport,43.078,-70.823,PSM
small_airport,Palestine Municipal Airport,31.780,-95.706,PSN
medium_airport,Palm Springs International Airport,33.830,-116.507,PSP
seaplane_base,Philadelphia Seaplane Base,39.859,-75.300,PSQ
small_airport,Palacios Municipal Airport,28.728,-96.251,PSX
small_airport,Port Alsworth Airport,60.204,-154.319,PTA
small_airport,Dinwiddie County Airport,37.184,-77.507,PTB
seaplane_base,Port Alice Seaplane Base,55.803,-133.597,PTC
seaplane_base,Port Alexander Seaplane Base,56.247,-134.648,PTD
medium_airport,Port Heiden Airport,56.959,-158.633,PTH
medium_airport,Oakland County International Airport,42.666,-83.420,PTK
small_airport,Harry P Williams Memorial Airport,29.709,-91.339,PTN
small_airport,Pratt Regional Airport,37.702,-98.747,PTT
medium_airport,Platinum Airport,59.011,-161.820,PTU
small_airport,Porterville Municipal Airport,36.030,-119.063,PTV
small_airport,Pueblo Memorial Airport,38.289,-104.497,PUB
small_airport,Carbon County Regional/Buck Davis Field,39.614,-110.751,PUC
seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.734,-122.647,PUL
medium_airport,Pullman Moscow Regional Airport,46.744,-117.110,PUW
small_airport,Provincetown Municipal Airport,42.072,-70.221,PVC
medium_airport,Theodore Francis Green State Airport,41.733,-71.420,PVD
small_airport,Placerville Airport,38.724,-120.753,PVF
small_airport,Pike County-Hatcher Field,37.562,-82.566,PVL
medium_airport,Provo Municipal Airport,40.219,-111.723,PVU
small_airport,Hale County Airport,34.168,-101.717,PVW
closed,Casement Airport,41.734,-81.219,PVZ
small_airport,Wiley Post Airport,35.534,-97.647,PWA
small_airport,Sher-Wood Airport,48.790,-104.534,PWD
medium_airport,Chicago Executive Airport,42.114,-87.901,PWK
large_airport,Portland International Jetport Airport,43.646,-70.309,PWM
seaplane_base,Port Walter Seaplane Base,56.381,-134.651,PWR
medium_airport,Bremerton National Airport,47.490,-122.765,PWT
medium_airport,Ralph Wenz Field,42.796,-109.807,PWY
small_airport,Polacca Airport,35.792,-110.423,PXL
seaplane_base,Perry Island Seaplane Base,60.685,-147.919,PYL
seaplane_base,New York Skyports Inc Seaplane Base,40.734,-73.973,QNY
small_airport,Wilgrove Air Park,35.214,-80.670,QWG
small_airport,John H Batten Airport,42.761,-87.815,RAC
medium_airport,Riverside Municipal Airport,33.952,-117.445,RAL
medium_airport,Rapid City Regional Airport,44.045,-103.057,RAP
small_airport,Dallas Executive Airport,32.681,-96.868,RBD
small_airport,Big Bear City Airport,34.264,-116.856,RBF
small_airport,Roseburg Regional Airport,43.239,-123.356,RBG
small_airport,French Valley Airport,33.574,-117.128,RBK
medium_airport,Red Bluff Municipal Airport,40.151,-122.252,RBL
small_airport,Lowcountry Regional Airport,32.921,-80.641,RBW
medium_airport,Ruby Airport,64.727,-155.470,RBY
medium_airport,Ellsworth Air Force Base,44.145,-103.104,RCA
small_airport,Roche Harbor Airport,48.612,-123.139,RCE
small_airport,H H Coffield Regional Airport,30.632,-96.990,RCK
small_airport,Fulton County Airport,41.066,-86.182,RCR
small_airport,Nartron Field,43.900,-85.517,RCT
small_airport,Red Dog Airport,68.032,-162.899,RDB
medium_airport,Redding Municipal Airport,40.509,-122.293,RDD
medium_airport,Reading Regional Carl A Spaatz Field,40.379,-75.965,RDG
medium_airport,Roberts Field,44.254,-121.150,RDM
medium_airport,Grand Forks Air Force Base,47.961,-97.401,RDR
large_airport,Raleigh Durham International Airport,35.878,-78.787,RDU
small_airport,Red Devil Airport,61.788,-157.350,RDV
small_airport,Mifflin County Airport,40.677,-77.627,RED
small_airport,Reese Airpark,33.590,-102.037,REE
closed,Rehoboth Airport,38.720,-75.122,REH
small_airport,Rome State Airport,42.578,-117.885,REO
large_airport,Chicago Rockford International Airport,42.195,-89.097,RFD
small_airport,Ranger Municipal Airport,32.453,-98.683,RGR
medium_airport,Rhinelander Oneida County Airport,45.631,-89.467,RHI
small_airport,Reid-Hillview Airport of Santa Clara County,37.333,-121.819,RHV
large_airport,Richmond International Airport,37.505,-77.320,RIC
small_airport,hln,45.419,-91.773,RIE
medium_airport,Riverton Regional Airport,43.064,-108.460,RIW
small_airport,Knox County Regional Airport,44.060,-69.099,RKD
small_airport,Rock Hill - York County Airport,34.988,-81.057,RKH
small_airport,Aransas County Airport,28.087,-97.045,RKP
medium_airport,Rock Springs Sweetwater County Airport,41.594,-109.065,RKS
small_airport,Rockwood Municipal Airport,35.922,-84.690,RKW
small_airport,Rolla Downtown Airport,37.936,-91.813,RLA
medium_airport,Griffiss International Airport,43.234,-75.407,RME
medium_airport,Richard B Russell Airport,34.351,-85.158,RMG
small_airport,Mariposa Yosemite Airport,37.511,-120.040,RMY
small_airport,Warren County Memorial Airport,35.699,-85.844,RNC
large_airport,Randolph Air Force Base,29.530,-98.279,RND
large_airport,Reno Tahoe International Airport,39.499,-119.768,RNO
small_airport,Renton Municipal Airport,47.493,-122.216,RNT
small_airport,Jasper County Airport,40.948,-87.183,RNZ
large_airport,Roanoke–Blacksburg Regional Airport,37.326,-79.975,ROA
large_airport,Greater Rochester International Airport,43.119,-77.672,ROC
small_airport,Montague-Yreka Rohrer Field,41.730,-122.546,ROF
small_airport,Rogers Municipal Airport-Carter Field,36.372,-94.107,ROG
small_airport,Roosevelt Municipal Airport,40.278,-110.051,ROL
medium_airport,Roswell International Air Center Airport,33.302,-104.531,ROW
small_airport,Roseau Municipal Rudy Billberg Field,48.856,-95.697,ROX
small_airport,Roundup Airport,46.475,-108.541,RPX
small_airport,El Reno Regional Airport,35.473,-98.006,RQO
small_airport,Merrill Municipal Airport,45.199,-89.713,RRL
small_airport,Warroad International Memorial Airport,48.941,-95.348,RRT
small_airport,Russian Mission Airport,61.779,-161.319,RSH
seaplane_base,Rosario Seaplane Base,48.646,-122.868,RSJ
medium_airport,Russell Municipal Airport,38.872,-98.812,RSL
small_airport,Ruston Regional Airport,32.514,-92.592,RSN
large_airport,Rochester International Airport,43.908,-92.500,RST
large_airport,Southwest Florida International Airport,26.536,-81.755,RSW
seaplane_base,Rouses Point Seaplane Base,44.992,-73.364,RSX
small_airport,Spirit Lake Municipal Airport,43.388,-95.139,RTL
small_airport,Raton Municipal-Crews Field,36.742,-104.502,RTN
medium_airport,Sierra Blanca Regional Airport,33.463,-105.535,RUI
medium_airport,Rutland - Southern Vermont Regional Airport,43.529,-72.950,RUT
small_airport,Green River Municipal Airport,38.961,-110.227,RVR
medium_airport,Richard Lloyd Jones Jr Airport,36.040,-95.985,RVS
medium_airport,Redwood Falls Municipal Airport,44.547,-95.082,RWF
medium_airport,Rocky Mount Wilson Regional Airport,35.856,-77.892,RWI
medium_airport,Rawlins Municipal Airport/Harvey Field,41.806,-107.200,RWL
small_airport,Rexburg Madison County Airport,43.834,-111.805,RXE
closed,Quartz Hill Airport,34.650,-118.206,RZH
closed,Halifax County Airport,36.439,-77.709,RZZ
medium_airport,Sacramento Executive Airport,38.513,-121.493,SAC
small_airport,Safford Regional Airport,32.855,-109.635,SAD
medium_airport,Santa Fe Municipal Airport,35.617,-106.089,SAF
closed,Sagwon Airport,69.360,-148.711,SAG
large_airport,San Diego International Airport,32.734,-117.190,SAN
small_airport,Sparta Community Hunter Field,38.149,-89.699,SAR
small_airport,Salton Sea Airport,33.241,-115.952,SAS
large_airport,San Antonio International Airport,29.534,-98.470,SAT
large_airport,Savannah Hilton Head International Airport,32.128,-81.202,SAV
medium_airport,Santa Barbara Municipal Airport,34.426,-119.840,SBA
medium_airport,San Bernardino International Airport,34.095,-117.235,SBD
small_airport,Sheboygan County Memorial Airport,43.770,-87.851,SBM
large_airport,South Bend Regional Airport,41.709,-86.317,SBN
small_airport,Salina Gunnison Airport,39.029,-111.838,SBO
medium_airport,San Luis County Regional Airport,35.237,-120.642,SBP
small_airport,Steamboat Springs Bob Adams Field,40.516,-106.866,SBS
closed,Tri-City Airport,34.068,-117.273,SBT
small_airport,Shelby Airport,48.541,-111.871,SBX
medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.340,-75.510,SBY
small_airport,Scribner State Airport,41.610,-96.630,SCB
medium_airport,Deadhorse Airport,70.195,-148.465,SCC
medium_airport,University Park Airport,40.849,-77.849,SCE
small_airport,Scottsdale Airport,33.623,-111.911,SCF
medium_airport,Schenectady County Airport,42.853,-73.929,SCH
medium_airport,Stockton Metropolitan Airport,37.894,-121.238,SCK
medium_airport,Scammon Bay Airport,61.845,-165.571,SCM
closed,Scranton Municipal Airport.,41.480,-75.772,SCR
large_airport,Louisville International Standiford Field,38.174,-85.736,SDF
medium_airport,Brown Field Municipal Airport,32.572,-116.980,SDM
medium_airport,Sand Point Airport,55.315,-160.523,SDP
small_airport,Sedona Airport,34.849,-111.788,SDX
medium_airport,Sidney Richland Municipal Airport,47.707,-104.193,SDY
large_airport,Seattle Tacoma International Airport,47.449,-122.309,SEA
small_airport,Gillespie Field,32.826,-116.972,SEE
small_airport,Sebring Regional Airport,27.456,-81.342,SEF
small_airport,Penn Valley Airport,40.821,-76.864,SEG
small_airport,Craig Field,32.344,-86.988,SEM
small_airport,Stephenville Clark Regional Airport,32.215,-98.178,SEP
small_airport,Freeman Municipal Airport,38.924,-85.907,SER
large_airport,Orlando Sanford International Airport,28.778,-81.238,SFB
medium_airport,Felts Field,47.683,-117.323,SFF
small_airport,Sanford Seacoast Regional Airport,43.394,-70.708,SFM
large_airport,San Francisco International Airport,37.619,-122.375,SFO
closed,San Fernando Airport,34.289,-118.422,SFR
small_airport,North Central State Airport,41.921,-71.491,SFZ
large_airport,Springfield Branson National Airport,37.246,-93.389,SGF
medium_airport,Springfield-Beckley Municipal Airport,39.840,-83.840,SGH
medium_airport,Sugar Land Regional Airport,29.622,-95.657,SGR
small_airport,Stuttgart Municipal Airport,34.599,-91.575,SGT
medium_airport,St George Municipal Airport,37.036,-113.510,SGU
seaplane_base,Saginaw Seaplane Base,56.886,-134.158,SGW
small_airport,Skagway Airport,59.460,-135.316,SGY
small_airport,Shenandoah Valley Regional Airport,38.264,-78.896,SHD
small_airport,Shungnak Airport,66.888,-157.162,SHG
medium_airport,Shishmaref Airport,66.250,-166.089,SHH
small_airport,Sanderson Field,47.234,-123.148,SHN
medium_airport,Sheridan County Airport,44.769,-106.980,SHR
large_airport,Shreveport Regional Airport,32.447,-93.826,SHV
small_airport,Shageluk Airport,62.692,-159.569,SHX
small_airport,Sikeston Memorial Municipal Airport,36.899,-89.562,SIK
medium_airport,Sitka Rocky Gutierrez Airport,57.047,-135.362,SIT
small_airport,Sullivan County Airport,39.115,-87.448,SIV
large_airport,Norman Y. Mineta San Jose International Airport,37.363,-121.929,SJC
small_airport,St Johns Industrial Air Park,34.519,-109.379,SJN
medium_airport,San Angelo Regional Mathis Field,31.358,-100.496,SJT
large_airport,Fairchild Air Force Base,47.615,-117.656,SKA
medium_airport,Lackland Air Force Base,29.384,-98.581,SKF
closed,Sitkinak Airport,56.538,-154.141,SKJ
small_airport,Shaktoolik Airport,64.371,-161.224,SKK
small_airport,Skwentna Airport,61.965,-151.191,SKW
closed,Griffing Sandusky Airport,41.433,-82.652,SKY
small_airport,Storm Lake Municipal Airport,42.597,-95.241,SLB
large_airport,Salt Lake City International Airport,40.788,-111.978,SLC
medium_airport,Salem Municipal Airport/McNary Field,44.910,-123.003,SLE
small_airport,Smith Field,36.192,-94.490,SLG
medium_airport,Adirondack Regional Airport,44.385,-74.206,SLK
medium_airport,Salina Municipal Airport,38.791,-97.652,SLN
small_airport,Salem Leckrone Airport,38.643,-88.964,SLO
small_airport,Sleetmute Airport,61.701,-157.166,SLQ
small_airport,Sulphur Springs Municipal Airport,33.160,-95.621,SLR
small_airport,Harriet Alexander Field,38.538,-106.049,SLT
small_airport,Smith Field,41.143,-85.153,SMD
medium_airport,Lake Cumberland Regional Airport,37.053,-84.616,SME
large_airport,Sacramento International Airport,38.695,-121.591,SMF
small_airport,St Michael Airport,63.490,-162.110,SMK
medium_airport,Lemhi County Airport,45.124,-113.881,SMN
small_airport,Santa Monica Municipal Airport,34.016,-118.451,SMO
small_airport,Sheep Mountain Airport,61.812,-147.507,SMU
medium_airport,Santa Maria Pub/Capt G Allan Hancock Field,34.899,-120.457,SMX
large_airport,John Wayne Airport-Orange County Airport,33.676,-117.868,SNA
small_airport,Winston Field,32.693,-100.950,SNK
small_airport,Shawnee Regional Airport,35.358,-96.943,SNL
medium_airport,St Paul Island Airport,57.167,-170.220,SNP
medium_airport,Salinas Municipal Airport,36.663,-121.606,SNS
medium_airport,Sidney Municipal-Lloyd W Carr Field,41.101,-102.985,SNY
small_airport,Solomon State Field,64.561,-164.446,SOL
small_airport,Moore County Airport,35.237,-79.391,SOP
small_airport,Seldovia Airport,59.442,-151.704,SOV
small_airport,Show Low Regional Airport,34.265,-110.006,SOW
small_airport,Spartanburg Downtown Memorial Airport,34.916,-81.956,SPA
small_airport,Black Hills Airport-Clyde Ice Field,44.480,-103.783,SPF
large_airport,Abraham Lincoln Capital Airport,39.844,-89.678,SPI
heliport,Catalina Air-Sea Terminal Heliport,33.749,-118.275,SPQ
large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.989,-98.492,SPS
small_airport,Spencer Municipal Airport,43.166,-95.203,SPW
closed,Houston Gulf Airport,29.508,-95.051,SPX
small_airport,Springdale Municipal Airport,36.176,-94.119,SPZ
small_airport,Santa Ynez Airport,34.607,-120.076,SQA
small_airport,Whiteside County Airport-Joseph H Bittorf Field,41.743,-89.676,SQI
small_airport,San Carlos Airport,37.512,-122.250,SQL
small_airport,Sequim Valley Airport,48.098,-123.187,SQV
closed,Hamilton Field,38.060,-122.510,SRF
large_airport,Sarasota Bradenton International Airport,27.395,-82.554,SRQ
closed,Santa Cruz Sky Park,37.050,-122.032,SRU
small_airport,Stony River 2 Airport,61.790,-156.589,SRV
small_airport,Mid-Carolina Regional Airport,35.646,-80.520,SRW
large_airport,Shaw Air Force Base,33.973,-80.471,SSC
medium_airport,Stinson Municipal Airport,29.337,-98.471,SSF
medium_airport,Malcolm McKinnon Airport,31.152,-81.391,SSI
closed,Greenbrier Airport,37.775,-80.336,SSU
small_airport,Stuart Island Airpark,48.673,-123.176,SSW
medium_airport,St Cloud Regional Airport,45.547,-94.060,STC
small_airport,Stevens Point Municipal Airport,44.545,-89.530,STE
medium_airport,St George Airport,56.578,-169.662,STG
medium_airport,Rosecrans Memorial Airport,39.772,-94.910,STJ
small_airport,Sterling Municipal Airport,40.615,-103.265,STK
large_airport,St Louis Lambert International Airport,38.749,-90.370,STL
medium_airport,St Paul Downtown Holman Field,44.935,-93.060,STP
small_airport,St Marys Municipal Airport,41.412,-78.503,STQ
medium_airport,Charles M. Schulz Sonoma County Airport,38.509,-122.813,STS
small_airport,Witham Field,27.182,-80.221,SUA
small_airport,Stroud Municipal Airport,35.790,-96.656,SUD
small_airport,Door County Cherryland Airport,44.844,-87.422,SUE
small_airport,Sumter Airport,33.995,-80.361,SUM
medium_airport,Friedman Memorial Airport,43.504,-114.296,SUN
small_airport,Sunriver Airport,43.876,-121.453,SUO
large_airport,Spirit of St Louis Airport,38.662,-90.652,SUS
large_airport,Travis Air Force Base,38.263,-121.927,SUU
small_airport,Richard I Bong Airport,46.690,-92.095,SUW
large_airport,Sioux Gateway Col. Bud Day Field,42.403,-96.384,SUX
medium_airport,Savoonga Airport,63.686,-170.493,SVA
small_airport,Grant County Airport,32.637,-108.156,SVC
small_airport,Susanville Municipal Airport,40.376,-120.573,SVE
small_airport,Statesville Regional Airport,35.765,-80.954,SVH
medium_airport,Hunter Army Air Field,32.010,-81.146,SVN
small_airport,Stevens Village Airport,66.017,-149.055,SVS
medium_airport,Sparrevohn LRRS Airport,61.097,-155.574,SVW
medium_airport,Seward Airport,60.127,-149.419,SWD
medium_airport,Stewart International Airport,41.504,-74.105,SWF
medium_airport,Stillwater Regional Airport,36.161,-97.086,SWO
small_airport,Avenger Field,32.467,-100.467,SWW
small_airport,Sheldon Point Airport,62.521,-164.848,SXP
medium_airport,Soldotna Airport,60.476,-151.034,SXQ
small_airport,Sidney Municipal Airport,42.303,-75.416,SXY
medium_airport,Eareckson Air Station,52.712,174.114,SYA
small_airport,Seal Bay Seaplane Base,58.373,-152.202,SYB
small_airport,Bomar Field Shelbyville Municipal Airport,35.560,-86.442,SYI
heliport,Roberts Army Heliport,35.815,-120.744,SYL
small_airport,Stanton Airfield,44.475,-93.016,SYN
large_airport,Syracuse Hancock International Airport,43.111,-76.106,SYR
small_airport,Sylvester Airport,31.559,-83.896,SYV
large_airport,Whiteman Air Force Base,38.730,-93.548,SZL
small_airport,Santa Cruz Island Airport,34.061,-119.915,SZN
small_airport,Santa Paula Airport,34.347,-119.061,SZP
small_airport,Perry Stokes Airport,37.259,-104.341,TAD
small_airport,Ralph M Calhoun Memorial Airport,65.174,-152.109,TAL
small_airport,Tuba City Airport,36.093,-111.383,TBC
medium_airport,Waynesville-St. Robert Regional Forney field,37.742,-92.141,TBN
small_airport,Statesboro Bulloch County Airport,32.483,-81.737,TBR
medium_airport,Tucumcari Municipal Airport,35.183,-103.603,TCC
medium_airport,Tuscaloosa Regional Airport,33.221,-87.611,TCL
large_airport,McChord Air Force Base,47.138,-122.476,TCM
medium_airport,Truth Or Consequences Municipal Airport,33.237,-107.272,TCS
small_airport,Takotna Airport,62.993,-156.029,TCT
small_airport,Ed Carlson Memorial Field South Lewis County Airport,46.477,-122.806,TDO
small_airport,Tradewind Airport,35.170,-101.826,TDW
small_airport,Toledo Executive Airport,41.565,-83.482,TDZ
medium_airport,Teterboro Airport,40.850,-74.061,TEB
small_airport,Tatitlek Airport,60.871,-146.690,TEK
small_airport,Telluride Regional Airport,37.954,-107.908,TEX
small_airport,Sharpe Field,32.492,-85.776,TGE
small_airport,Tullahoma Regional Arpt/Wm Northern Field,35.380,-86.246,THA
small_airport,Thompson Falls Airport,47.574,-115.281,THM
small_airport,Hot Springs County Airport,43.714,-108.390,THP
small_airport,York Airport,39.917,-76.873,THV
large_airport,Tinker Air Force Base,35.415,-97.387,TIK
medium_airport,Tacoma Narrows Airport,47.268,-122.578,TIW
medium_airport,Space Coast Regional Airport,28.515,-80.799,TIX
medium_airport,Talkeetna Airport,62.320,-150.094,TKA
seaplane_base,Tenakee Seaplane Base,57.780,-135.218,TKE
medium_airport,Truckee Tahoe Airport,39.320,-120.140,TKF
seaplane_base,Tokeen Seaplane Base,55.937,-133.327,TKI
small_airport,Tok Junction Airport,63.329,-142.954,TKJ
seaplane_base,Taku Lodge Seaplane Base,58.490,-133.943,TKL
small_airport,Teller Airport,65.240,-166.339,TLA
small_airport,Telida Airport,63.394,-153.269,TLF
large_airport,Tallahassee Regional Airport,30.396,-84.350,TLH
medium_airport,Tatalina LRRS Airport,62.894,-155.977,TLJ
small_airport,Mefford Field,36.156,-119.326,TLR
small_airport,Tuluksak Airport,61.097,-160.969,TLT
small_airport,Henry Tift Myers Airport,31.429,-83.489,TMA
medium_airport,Kendall-Tamiami Executive Airport,25.648,-80.433,TMB
small_airport,Tin City Long Range Radar Station Airport,65.563,-167.922,TNC
small_airport,Tununak Airport,60.576,-165.272,TNK
small_airport,Twentynine Palms Airport,34.132,-115.946,TNP
small_airport,Dade Collier Training and Transition Airport,25.862,-80.897,TNT
small_airport,Newton Municipal Airport,41.674,-93.022,TNU
small_airport,Zamperini Field,33.803,-118.340,TOA
small_airport,Toccoa Airport - R.G. Letourneau Field,34.594,-83.296,TOC
medium_airport,Togiak Airport,59.053,-160.397,TOG
medium_airport,Troy Municipal Airport,31.860,-86.012,TOI
large_airport,Toledo Express Airport,41.587,-83.808,TOL
medium_airport,Philip Billard Municipal Airport,39.069,-95.622,TOP
small_airport,Torrington Municipal Airport,42.064,-104.153,TOR
large_airport,Tampa International Airport,27.976,-82.533,TPA
small_airport,Peter O Knight Airport,27.916,-82.449,TPF
medium_airport,Tonopah Airport,38.060,-117.087,TPH
medium_airport,Draughon Miller Central Texas Regional Airport,31.153,-97.408,TPL
small_airport,Trona Airport,35.813,-117.327,TRH
large_airport,Tri-Cities Regional TN/VA Airport,36.475,-82.407,TRI
small_airport,Terrell Municipal Airport,32.709,-96.267,TRL
medium_airport,Jacqueline Cochran Regional Airport,33.627,-116.160,TRM
small_airport,Tanacross Airport,63.374,-143.336,TSG
small_airport,Taos Regional Airport,36.458,-105.672,TSM
small_airport,Tehachapi Municipal Airport,35.135,-118.439,TSP
heliport,East 34th Street Heliport,40.743,-73.972,TSS
medium_airport,Portland Troutdale Airport,45.549,-122.401,TTD
medium_airport,Trenton Mercer Airport,40.277,-74.813,TTN
small_airport,Britton Municipal Airport,45.815,-97.743,TTO
